Category,Sub-category,Manufacturer,Product Title,Product Description,Quantity (Minimum Increments),Size,Color,Other Attribute,Contract #,Contract Price,Sale_Price,Qty_Per_UOI,Unit of Issue,FOB,SEV Code,PN,COO,Weight,Height,Shipping Designations,Image
Hardware,Sealant/Lubricant,GRN,Valvoline  Crimson  Grease,"Valvoline  Crimson  Grease -- Quality, lithium-based grease keep a variety of equipment in working order. Come in 14.1-oz. tubes. Crimson  Grease is a multi-purpose lithium soap grease recommended for non-disc brake wheel bearings, water pump, chassis, fi",1,,,,GS-21F-089BA,1.81,1.8,1,EA,DESTINATION,SEV02,S-9948,US,,,,sevaphoto2.jpg
Hardware,Sealant/Lubricant,GRN,Valvoline  DOT 3 & 4 Brake Fluid Size 32 oz.,"Valvoline  DOT 3 & 4 Brake Fluid -- For use with disc, drum and ABS braking systems -- High dry boiling point up to 480°F -- Low-moisture formula -- USA made -- Low-moisture formula is compatible with all systems requiring DOT 3 or DOT 4 brake fluids. Hig",1,,,,GS-21F-089BA,54.78,54.77,1,PG,DESTINATION,SEV02,S-9989,US,,,,sevaphoto2.jpg
Hardware,Sealant/Lubricant,GRN,Valvoline  Multi-purpose Grease,"Valvoline  Multi-purpose Grease -- Quality, lithium-based grease keep a variety of equipment in working order. Come in 14.1-oz. tubes. vehicles is a heavy-duty lithium grease designed for wheel bearings, suspensions, U-joints, steering linkages and chassi",1,,,,GS-21F-089BA,1.94,1.93,1,EA,DESTINATION,SEV02,S-12594,CA,,,,sevaphoto2.jpg
Hardware,Sealant/Lubricant,GRN,Valvoline  Premium Conventional Motor Oil Type SAE 30,Valvoline  Premium Conventional Motor Oil -- The leading choice among top mechanics -- Keeps your engine -- Provide excellent protection and performance -- USA made -- More ASE certified technicians use Valvoline motor oils in their own vehicles than any,1,,,,GS-21F-089BA,2.04,2.03,1,EA,DESTINATION,SEV02,S-12757,CA,,,,sevaphoto2.jpg
Hardware,Storage,EGA,(E) WORK PLTFRM STYLE#5,"7366800 A wide variety of styles, steps, heights, and sizes allows you to custom-fit this EGA Work Platform System to your shop, dock, or warehouse applications. Round tube construction with Grip-Strut In.(R) tread. 60 In. standard slope. 500-lb. capacity. Use a 3' wide platform by itself or add extensions (J) to build a large deck. To create a level work deck, match platform and extension heights from the chart below. If you need to reach different heights along your work deck, select higher or lower extensions for step-up or step-down levels. Extensions can only be added to platforms (A), (C), (D), (F), or (G). Platforms may be raised or lowered 3 In.. Single work platforms include 33 In.Wx9-1/2 In.D adjustable steps and 39 In.H railings. Gray enamel finish. Meets OSHA standard 1910.23. Ships unassembled. Made in USA. Tread: Grip-Strut Step Qty.: 3 Platform LxW: 36x36 In. Platform Height: 27 In. Style: 3 platform railings, 2 step railings 7366800",1,,,,GS-21F-089BA,1.03,1.02,1,EA,DESTINATION,SEV02,S-13941,CA,,,,sevaphoto2.jpg
Hardware,Storage,GRN,"SpillSkid Platform, Four-Drum,...","SpillSkid Platform, Four-Drum, 8000-lb./66-gal. Cap. 163014",1,,,,GS-21F-089BA,204.13,204.12,1,RO,DESTINATION,SEV02,S-10066,US,,,,sevaphoto2.jpg
Hardware,Storage,GRN,1 In.-Dia. Jumbo Crayon / Chalk Holder,230742 Solid American walnut Jumbo Crayon / Chalk Holder for 1 In.-dia. railroad chalk or jumbo crayons. Extra holding power gives leverage and grip to easily mark rough material. Includes leather wrist strap. 230742,1,,,,GS-21F-089BA,72.3,72.29,1,RO,DESTINATION,SEV02,S-10311,US,,,,sevaphoto2.jpg
Hardware,Storage,GRN,100-watt Replacement Metal Halide Bulb,"Replacement metal halide bulb for 100-watt Wobble Light (Item 140285, sold separately).",1,,,,GS-21F-089BA,81.34,81.33,1,RO,DESTINATION,SEV02,S-10403,US,,,,sevaphoto2.jpg
Hardware,Storage,GRN,12' H ADD-ON CANTILEVER DOUBLE,"7642800 JARKE Steeltree Heavy-Industrial Grade Cantilever Racks let you easily store heavy lumber, tubing, and other industrial loads'  In.up to 6000 lbs. per pair of arms without worry of sagging or collapse. Offers 2'  In.3 times the capacity of our medium-duty racks. Rugged, steel bolted construction assures dependable service. Single and double tapered columns have patented internal stiffeners to provide additional support. Available in 8', 10', and 12' heights. 8' column made of 10-ga. steel, 10' and 12' use 10-ga. high-strength steel. Arms are fully adjustable on 3 In. centers. Units assemble as single rack or as a continuous assembly of two or more racks on 3-ft. or 6-ft. column centers. Made in USA. Base Depth: 106 In. Capacity (Weight): 20,000 lbs. Capacity per Arm: 1000 lbs. Brace Quantity: (3) 6' Arm Length: (8) 48 In. Type: Add-on Height: 12' 7642800",1,,,,GS-21F-089BA,27.42,27.41,1,EA,DESTINATION,SEV02,S-10715,US,,,,sevaphoto2.jpg
Hardware,Storage,GRN,12' H STARTER CANTILEVER DOUBL,"7642500 JARKE Steeltree Heavy-Industrial Grade Cantilever Racks let you easily store heavy lumber, tubing, and other industrial loads'  In.up to 6000 lbs. per pair of arms without worry of sagging or collapse. Offers 2'  In.3 times the capacity of our medium-duty racks. Rugged, steel bolted construction assures dependable service. Single and double tapered columns have patented internal stiffeners to provide additional support. Available in 8', 10', and 12' heights. 8' column made of 10-ga. steel, 10' and 12' use 10-ga. high-strength steel. Arms are fully adjustable on 3 In. centers. Units assemble as single rack or as a continuous assembly of two or more racks on 3-ft. or 6-ft. column centers. Made in USA. Base Depth: 106 In. Capacity (Weight): 20,000 lbs. Capacity per Arm: 1000 lbs. Brace Quantity: (3) 6' Arm Length: (16) 48 In. Type: Starter Height: 12' 7642500",1,,,,GS-21F-089BA,130.47,130.46,1,EA,DESTINATION,SEV02,S-10759,US,,,,sevaphoto2.jpg
Hardware,Storage,GRN,12' H STARTER CANTILEVER SINGL,"7641500 JARKE Steeltree Heavy-Industrial Grade Cantilever Racks let you easily store heavy lumber, tubing, and other industrial loads'  In.up to 6000 lbs. per pair of arms without worry of sagging or collapse. Offers 2'  In.3 times the capacity of our medium-duty racks. Rugged, steel bolted construction assures dependable service. Single and double tapered columns have patented internal stiffeners to provide additional support. Available in 8', 10', and 12' heights. 8' column made of 10-ga. steel, 10' and 12' use 10-ga. high-strength steel. Arms are fully adjustable on 3 In. centers. Units assemble as single rack or as a continuous assembly of two or more racks on 3-ft. or 6-ft. column centers. Made in USA. Base Depth: 58 In. Capacity (Weight): 16,000 lbs. Capacity per Arm: 1000 lbs. Brace Quantity: (3) 6' Arm Length: (8) 48 In. Type: Starter Height: 12' 7641500",1,,,,GS-21F-089BA,90.85,90.84,1,PG,DESTINATION,SEV02,S-10837,US,,,,sevaphoto2.jpg
Hardware,Storage,PRO-LINE,12 In. high drawer for 60x30 In. and 72x30 In....,5312721 Add optional accessories to convert basic PRO-LINE Electric Bench into a complete workstation. Description: 12 In. high drawer Color: Beige 5312721,1,,,,GS-21F-089BA,132.96,132.95,1,RO,DESTINATION,SEV02,S-1100P,US,,,,sevaphoto2.jpg
Hardware,Storage,PRO-LINE,12 In. shelf for 60x30 In. benches. Color:...,5305821 Add optional accessories to convert basic PRO-LINE Electric Bench into a complete workstation. Description: 12 In. Shelf. Requires purchase of accessory supports. Color: Beige 5305821,1,,,,GS-21F-089BA,171.02,171.01,1,RO,DESTINATION,SEV02,S-11100,US,,,,sevaphoto2.jpg
Hardware,Storage,REYNOLDS,12'H ADD-ON CANTILEVER SINGLE,"7631400 RELIUS SOLUTIONS Heavy-Industrial Grade Cantilever Rack Systems include all hardware needed to store bar stock, plywood, or tubing. Retangular columns have internal stiffeners at brace connecting points. Double tube braces. Arms are constructed of 3 In. sq. tube that is welded to a heavy steel saddle. Arms adjust on 3 In. centers. Accepts fork truck as well as hand loading. Made in USA. Base Depth: 58 In. Capacity (Weight): 8950 lbs. Capacity per Arm: 900 lbs. Brace Quantity: (3) 8' Arm Length: (4) 48 In. Type: Add-on Height: 12' 7631400",1,,,,GS-21F-089BA,140.2,140.19,1,RO,DESTINATION,SEV02,S-11472,US,,,,sevaphoto2.jpg
Hardware,Storage,RELIUS SOLUTIONS,12'H STARTER CANTILEVER SINGLE,"7631200 RELIUS SOLUTIONS Heavy-Industrial Grade Cantilever Rack Systems include all hardware needed to store bar stock, plywood, or tubing. Retangular columns have internal stiffeners at brace connecting points. Double tube braces. Arms are constructed of 3 In. sq. tube that is welded to a heavy steel saddle. Arms adjust on 3 In. centers. Accepts fork truck as well as hand loading. Made in USA. Base Depth: 58 In. Capacity (Weight): 8950 lbs. Capacity per Arm: 900 lbs. Brace Quantity: (3) 8' Arm Length: (8) 48 In. Type: Starter Height: 12' 7631200",1,,,,GS-21F-089BA,87.36,87.35,1,BD,DESTINATION,SEV02,S-11539,US,,,,sevaphoto2.jpg
Hardware,Storage,INDUSTRIAL GRADE,1-TIER LOCKER 12X18 GRAY,"5785027 Popular in employee locker rooms, schools, and health clubs tough durable HALLOWELL Heavy-Duty Ventilated Lockers are made to last. Heavy-duty construction features 14-ga. doors, 16-ga. diamond-perforated sides, 18-ga. solid back, and 16-ga. solid top and bottom. Rubber bumpers on door frame ensure quiet operation. 6 In.H legs. Includes number plate for each door. One-tier lockers include hat shelf, (3) single hooks, a double hook, and one-piece stainless steel recessed handle with fingertip door pull. Double-tier lockers include (3) single hooks, a double hook, and one-piece stainless steel recessed handle with fingertip door pull. Six-tier models have single point friction catch/door pull. Made in USA.NOTE: Lockers are not returnable. Specify Locker numbers when ordering. Other sizes available. Opening WxDxH: 12x18x72 In. Height: 78 In. Color: Gray 5785027",1,,,,GS-21F-089BA,95.51,95.5,1,PG,DESTINATION,SEV02,S-11581,US,,,,sevaphoto2.jpg
Hardware,Storage,GRN,1-ton Pow’R-Pull Webbing Come-along,"Heavy-duty, USA-made Come-alongs are made with quality and safety in mind -- Pull, winch, tug, lift, haul, raise, tow and hoist heavy objects quickly and easily -- One-piece, precision-cast aluminum alloy ratchet wheel for strength and durability -- Drop-",1,,,,GS-21F-089BA,43.68,43.67,1,PG,DESTINATION,SEV02,S-11672,US,,,,sevaphoto2.jpg
Hardware,Storage,GRN,2 In. TUBE NYLON WEBBING 150' SPOOL BLACK,"2 In. TUBE NYLON WEBBING 150' SPOOL BLACK. 150' (45.7 M) spool of 2 In. tubular nylon webbing. Widely used to tie up slings, runners and harnesses. Our webbing is manufactured to strict Rock-N-Rescue standards to insure you of the highest quality webbing made. Available by spool or foot. MBS. 7,000 lbs. Note: All webbing is manufactured with up to 3 pieces per spool. We cannot guarantee any specific continuous lengths.",1,,,,GS-21F-089BA,54.6,54.59,1,EA,DESTINATION,SEV02,S-11710,US,,,,sevaphoto2.jpg
Hardware,Storage,LAGASSE SWEET,20 In. CARPET BONNET WHITE5/CASE,MCO 08607 MCO 08607 20 In. CARPET BONNET WHITE5/CASE MCO 08607,1,,,,GS-21F-089BA,62.45,62.44,1,EA,DESTINATION,SEV02,S-11711,US,,,,sevaphoto2.jpg
Hardware,Storage,3M,2-3/4x Lens Plate - Optivisor Binocular Magnifier,Additional lens plate for use with OptiVisor Headband-style magnifier (Item No. R34101). USA made.  -- Power: 2-3/4x  -- Focal Distance: 6 In.,1,,,,GS-21F-089BA,3.37,3.36,1,EA,DESTINATION,SEV02,S-11752,US,,,,sevaphoto2.jpg
Hardware,Storage,PENCO,2407 FLASHLIGHT HOLSTER FOR PELICAN...,FLASHLIGHT HOLSTER FOR PELICAN STEALTH RECHARGEABLE STEALTH #2407 13031,1,,,,GS-21F-089BA,6.31,6.3,1,EA,DESTINATION,SEV02,S-11753,US,,,,sevaphoto2.jpg
Hardware,Storage,INDUSTRIAL GRADE,2-TIER LOCKER 12X12 PUTTY,"5785793 Popular in employee locker rooms, schools, and health clubs tough durable HALLOWELL Heavy-Duty Ventilated Lockers are made to last. Heavy-duty construction features 14-ga. doors, 16-ga. diamond-perforated sides, 18-ga. solid back, and 16-ga. solid top and bottom. Rubber bumpers on door frame ensure quiet operation. 6 In.H legs. Includes number plate for each door. One-tier lockers include hat shelf, (3) single hooks, a double hook, and one-piece stainless steel recessed handle with fingertip door pull. Double-tier lockers include (3) single hooks, a double hook, and one-piece stainless steel recessed handle with fingertip door pull. Six-tier models have single point friction catch/door pull. Made in USA.NOTE: Lockers are not returnable. Specify Locker numbers when ordering. Other sizes available. 5785793",1,,,,GS-21F-089BA,23.66,23.65,1,BG,DESTINATION,SEV02,S-11897,US,,,,sevaphoto2.jpg
Hardware,Storage,ROYAL,30X120 In. BENCH/5 DRAWER PED,"5453003 Extra large, one-piece ROUSSEAU 10' Wide Assembly Benches give you all the room you need for production and assembly operations. Hanging pedestal and lower shelf provide ample storage space for tools and supplies. Choose one of three 18 In.Wx21 In.Dx28 In.H all-welded pedestals: 16-3/4 In.Wx20 In.Dx23 In.H cabinet with adjustable shelf; 4-drawer unit with 5 In.H drawers; or 5-drawer unit with (2) 2 In.H and (3) 5 In.H drawers. All 15 In.Wx20 In.D drawers extend fully on roller bearing slides and hold up to 100 lbs. Virtually indestructible butcher block maple top stands up to heavy wear and tear. 1-3/4 In. surface is laminated clear through and coated with wear-resistant Varnique finish. Leveling glides steady bench on uneven surfaces. Appropriate for lean manufacturing. Height: 32 - 38 In. Top Edge: Square Top Material: Maple Top Thickness: 1-3/4 In. Top WxD: 120x30 In. 5453003",1,,,,GS-21F-089BA,106.78,106.77,1,RO,DESTINATION,SEV02,S-1237P,US,,,,sevaphoto2.jpg
Hardware,Storage,GRN,32-gal. Dome-top Lid Color RED,"This dome-top lid turns the waist container (Item 2629-1, sold separately) into a rugged outdoor receptacle and helps contain messes and odors. Measures 12-1/4 In.Hx22-11/16 In.-dia. USA made. Specify color from the selection box above. --  Page 543",1,,,,GS-21F-089BA,10.06,10.05,1,EA,DESTINATION,SEV02,S-12416,US,,,,sevaphoto2.jpg
Hardware,Storage,3M,"3M_x001A_ Mega Swivel Steel Bolt Anchorage Device 4012-S,  1 ea/case",This fall protection anchor can be used in temporary and permanent applications. Design includes a swivel D-ring for 360 movement that is combined with a steel anchor bolt.,1,,,,GS-21F-089BA,9.37,9.36,1,EA,DESTINATION,SEV02,S-12417,US,,,,sevaphoto2.jpg
Hardware,Storage,GRN,3PC FOAM DRAWER LINER,"Give Your Tool Chest a Professional Look Each package accomodates enough foam for three standard chest drawers or two standard roll-away drawers.Specifications: Includes two 1/2 In.H x 16-1/4 In.W x 22-1/4 In.D foam inserts, knife, two adhesive layout sheets and instructions. Tools not included. Made in the USA. 103817",1,,,,GS-21F-089BA,9.07,9.06,1,EA,DESTINATION,SEV02,S-12419,US,,,,sevaphoto2.jpg
Hardware,Storage,GRN,3-ring MSDS Binder w/ Security Chain Style 1-1/2'' BINDER,Provide Material Safety Data Sheets (MSDSs) to your employees -- Helps you comply with the Right-to-Know compliance -- 3-ring binders organize your MSDSs -- 36 In. chain secures important safety information to one central location -- Provide Material Safety,1,,,,GS-21F-089BA,20.95,20.94,1,EA,DESTINATION,SEV02,S-12421,US,,,,sevaphoto2.jpg
Hardware,Storage,PENSAFE,4 COMP WALL LOCKER GREEN,"5704711 PENCO Wall-Mounted Lockers have an 18-gauge steel door and 24-gauge steel body. Single-point locking padlock hasp/pull. Double-strength hinge. Includes ventilated louvered doors, suspended hanger bar, and 6 In.H legs. Made in USA. Opening WxDxH: 11x18x12 In. Height: 12 In. Color: Spray green 5704711",1,,,,GS-21F-089BA,28.41,28.4,1,EA,DESTINATION,SEV02,S-12422,US,,,,sevaphoto2.jpg
Hardware,Storage,GRN,400W Metal Halide Replacement Bulb...,"Metal Halide Lamp, Lamp Shape BT28, Base Type Mogul Screw (E39), Lamp Designation M400X/U/BT28, 400 Watts, ANSI Code M59, Color Temp. 4000K, CRI 65, Initial Lumens 40, 000, Mean Lumens 23, 400, Lamp Finish Clear, Fixture Type Enclosed, Shatter-Resistant No, Mounting Position Universal, Max. Overall Length 9-3/4 In., Average Life 15, 000 hr.",1,,,,GS-21F-089BA,32.65,32.64,1,EA,DESTINATION,SEV02,S-12678,US,,,,sevaphoto2.jpg
Hardware,Storage,GRN,5.66X9.5 SNAPAK HOLDER,"Snapak HolderThis functional holder accommodates loose forms, legal pads and sales books. Simply place the forms in the swivel bar clip, insert the smooth writing plate under the top set and start writing.Specifications: A hinged aluminum strap holds copies securely in place, and the entire holder folds into a compact protective box to keep forms safe while on the move. Two storage compartments, 3/8 In. and 7/8 In.. Nickel-plated clip holds pack up to 7/16 In. thick. 102635",1,,,,GS-21F-089BA,49.75,49.74,1,EA,DESTINATION,SEV02,S-12679,US,,,,sevaphoto2.jpg
Hardware,Storage,PRO-LINE,6 In. high drawer for 60x30 In. and 72x30 In....,5312621 Add optional accessories to convert basic PRO-LINE Electric Bench into a complete workstation. Description: 6 In. high drawer. Color: Beige 5312621,1,,,,GS-21F-089BA,207.83,207.82,1,RO,DESTINATION,SEV02,S-1267P,US,,,,sevaphoto2.jpg
Hardware,Storage,GRN,72 In. High Capacity 5-Shelf Boltless...,72 In. High Capacity 5-Shelf Boltless Shelving Type: Double Rivet Heavy-Duty - Starter Unit Load Capacity: 700 Number of Shelves: 5 Width: 72 Height: 72 Depth: 24,1,,,,GS-21F-089BA,23.63,23.62,1,RO,DESTINATION,SEV02,S-12827,US,,,,sevaphoto2.jpg
Hardware,Storage,GRN,8' STARTER CANTILEVER DOUBLE,JARKE Steeltree Complete Cantilever System - 8'H - Double-Sided Column - Starter Unit. 8'H x 72 In.W x 65 In.D. Double-Sided. Arms: 24 In.L. Includes 16 Arms. JARKE® Steeltree Heavy-Industrial Grade Cantilever Racks let you easily store  industrial loads-up to 6000 lbs. per pair of arms without worry of sagging or collapse. The columns have patented internal stiffeners to provide additional support. Arms are fully adjustable on 3 In. centers. Units assemble as single rack or as a continuous assembly of two or more racks on 3' or 6' column centers. Includes hardware. Ships unassembled.,1,,,,GS-21F-089BA,168.17,168.16,1,PG,DESTINATION,SEV02,S-12997,US,,,,sevaphoto2.jpg
Hardware,Storage,GRN,8 x 42mm Trophy XLT Binoculars,"8 x 42mm Trophy XLT Binoculars Offer World-Class Optics and Improved Durability—Waterproof, Too!  8 x 42mm Trophy XLT Binoculars are designed to meet the demands of hardcore hunters and outdoor professionals. New Dura-Grip Touch Thumbgrips are more durable and comfortable than previous versions. Optics are O-ring sealed, nitrogen purged, waterproof and fogproof. Fully multi-coated optics and BaK-4 prisms work together to deliver ultra-bright, razor-sharp images. Flip-down covers keep dirt and de",1,,,,GS-21F-089BA,72.71,72.7,1,RO,DESTINATION,SEV02,S-13054,US,,,,sevaphoto2.jpg
Hardware,Storage,GRN,8.5X12 SHEET HOLDER,Aluminum Sheet HoldersLightweight and strong will stand up to daily use.Specifications: Dual-hinge allows top plate to be folded completely back for easy handling. Clip will hold 9/16 In.-thick pad of forms. Aluminum coated with piano hinges. 102735,1,,,,GS-21F-089BA,66.8,66.79,1,PG,DESTINATION,SEV02,S-13080,US,,,,sevaphoto2.jpg
Hardware,Storage,GRN,8-oz. can Rema Cold Vulcanizing Cement,"Use for general repair on red edge tube patches. For best results, apply to surface and allow to dry until  In.tacky In. to touch.  --  -- NOTE: Cannot be sold or shipped to Connecticut, Delaware, Maine, Maryland, Massachusetts, New Hampshire, New Jersey, New Y",1,,,,GS-21F-089BA,200.2,200.19,1,PG,DESTINATION,SEV02,S-13106,US,,,,sevaphoto2.jpg
Hardware,Storage,GRN,Accuform SDS Binder,"Enlgish. Front cover and spine have contrasting red letters. Yellow binder with red lettering. 3-ring binder has 36"" metal security chain. 3"" rings. ZRS643",1,,,,GS-21F-089BA,17.36,17.35,1,BD,DESTINATION,SEV02,S-13238,US,,,,sevaphoto2.jpg
Hardware,Storage,GRN,ADD-On Drum Pallet Rack,Drum Pallet Racks Type: Drum Pallet Rack Add-On Unit Drum Type: 30 Gal. & 55 Gal. Number of Drums: 12 Load Capacity: 14475,1,,,,GS-21F-089BA,38.41,38.4,1,BD,DESTINATION,SEV02,S-13240,US,,,,sevaphoto2.jpg
Hardware,Storage,GRN,"AKRO-MILS(R) Shelf Bin,...","* Durable, cost-effective storage for small parts * Each bin accepts up to seven compartment dividers, increasing your storage efficiency Seamless one-piece polypropylene won't leak or tear. Impervious to grease, oil and many chemicals. Uniform shape allows easy nesting when not in use. Compatible with your existing 12 In.D, 18 In.D and 24 In.D shelving systems, plus many vertical and retrieval-type units.Please Specify a Color: B (blue), R (red), Y (yellow).Note: Dividers and Extended Label Holders (4 In.W x 2 1/2 In.H; for easy bar-code scanning) are sold separately below. Label Holders do not fit No. 28521 . Handy plastic Bin Cups come in two sizes to help organize and retrieve items within each shelf bin. * Durable, cost-effective storage for small parts * Each bin accepts up to seven compartment dividers, increasing your storage efficiency Seamless one-piece polypropylene won't leak or tear. Impervious to grease, oil and many chemicals. Uniform shape allows easy nesting when not i",1,,,,GS-21F-089BA,37.6,37.59,1,BD,DESTINATION,SEV02,S-13241,US,,,,sevaphoto2.jpg
Hardware,Storage,GRN,All Weather Blanket - Blue. Case quantitiy of 12,"All Weather Blanket - Blue. Case quantitiy of 12 Reflects and retains over 80% of radiated body heat. Reusable with full edge binding and grommeted corners. To clean, rinse off and wipe dry. Waterproof/Windproof. Opens to 5’x7’.",1,,,,GS-21F-089BA,164.39,164.38,1,PG,DESTINATION,SEV02,S-13264,US,,,,sevaphoto2.jpg
Hardware,Storage,GRN,ALLEGRO T100 Sampling Pump with Stand,"The Best Value Available Today! Working in potentially dangerous atmospheres requires dependable air monitoring. This unit is excellent for sampling asbestos, lead, mold and other dangerous particulates.Specifications: T100 Sampling Pump has a samp 107730",1,,,,GS-21F-089BA,29.39,29.38,1,PG,DESTINATION,SEV02,S-13376,US,,,,sevaphoto2.jpg
Hardware,Storage,GRN,ALPHA PVC BOTTLE HORIZONTAL W/CASE,223458 Alpha water bottles are well suited for general purpose sampling at any depth. Plunger like polyurethane end seals are water resistant and very flexible for a secure seal. Black latex closing tubing is resistant to sunlight and water for extra durability. Available in your choice of horizontal samplers for stratification sampling or vertical samplers for placing multiple or single bottles on each line. 2.2L volume. 223458,1,,,,GS-21F-089BA,32.22,32.21,1,EA,DESTINATION,SEV02,S-13500,US,,,,sevaphoto2.jpg
Hardware,Storage,GRN,Alps Mountaineering Solitude Backpack,"Solitude Backpack is Lightweight, Convenient and Durable  Nylon ripstop fabric is lightweight yet rugged. Solitude Backpack has a large main compartment with an oversized, durable #10 zipper. Padded and curved shoulder straps provide extra comfort. Side mesh pockets keep your water bottle and snacks close at hand.",1,,,,GS-21F-089BA,3.14,3.13,1,EA,DESTINATION,SEV02,S-13507,US,,,,sevaphoto2.jpg
Hardware,Storage,GRN,Alps Mountaineering Synergy 40 Backpack,"Synergy 40 Backpack is Lightweight, Convenient and Durable  Nylon ripstop fabric is lightweight yet rugged. Synergy 40 Backpack has a large main compartment with an oversized, durable #10 zipper. Padded and curved shoulder straps provide extra comfort. Side mesh pockets keep your water bottle and snacks close at hand.",1,,,,GS-21F-089BA,77.65,77.64,1,PG,DESTINATION,SEV02,S-13578,US,,,,sevaphoto2.jpg
Hardware,Storage,GRN,Aluminum Field Binder,"If you use a ring binder in the field, you'll appreciate the durability of this binder. Unlike cheap vinyl and plastic binders, this one holds its shape and has a rugged, precision fit 3-ring binder to hold paper sheets neatly organized. 1 In. capacity holds",1,,,,GS-21F-089BA,18.28,18.27,1,EA,DESTINATION,SEV02,S-13652,US,,,,sevaphoto2.jpg
Hardware,Storage,GRN,"Amber Packers Wide-Mouth Jars, Class 2000, 250mL, Case of 24",EPA Precleaned Containers Offer a Wide Variety of Styles and SizesExceptional EPA Precleaned Containers are precleaned and assembled to specific EPA protocols. Class 3000 Containers (designated by a -3 suffix) are quality-assurance analyzed by an independ,1,,,,GS-21F-089BA,14.37,14.36,1,RL,DESTINATION,SEV02,S-13786,US,,,,sevaphoto2.jpg
Hardware,Storage,GRN,American Red Cross Solarlink Weather Radio / Red Flashlight,"Be Prepared During Weather Emergencies in the Field   No power? No problem! Self-powered AM/FM/NOAA Weather Radio keeps you informed with seven weatherband channels. Three bright white LED lights guide you through the dark. Communicate freely, Radio is equipped with a cell phone charger. American Red Cross Solarlink Weather Radio / Red Flashlight features four white and one red LED lights and is powered by four sources: hand-crank, solar, AC or AAA battery power. Includes water-resistant feature",1,,,,GS-21F-089BA,39.6,39.59,1,RO,DESTINATION,SEV02,S-13847,US,,,,sevaphoto2.jpg
Hardware,Storage,GRN,Backpack,"Take it all with You!  Whether you're heading into the field for a day of work or running errands, this  Backpack makes it easier to have what you need when and where you need it! Main compartment is 18”H x 13”W x 5.5”D. Padded laptop sleeve fits a 15-inch laptop and doubles as a 3L hydration carrier. Constructed of abrasion-, moisture- and tear-resistant rip-stop fabric for great durability. Padded spacer mesh shoulder straps and back panel increase airflow and keep you cool. Middle",1,,,,GS-21F-089BA,71.14,71.13,1,RO,DESTINATION,SEV02,S-13956,US,,,,sevaphoto2.jpg
Hardware,Storage,PROTECTA,Backpack Vac 10.6 A 120 V 150 CFM,Backpack Vacuum Cleaner  10.6 Amps  120 Voltage  60 Hz  150 CFM  Static Pressure 100 In  One-Stage Motor  Height 25.5 In  Dia 9 In  Net Weight 11 Lb  Cord Length 50 Ft  Standards UL/CSA/CRI  Includes Hose  14 In Multi-Surface Floor Tool  Aluminum Wand  Upholstery Tool  Crevice Tool  Dust Brush,1,,,,GS-21F-089BA,23.05,23.04,1,RO,DESTINATION,SEV02,S-14000,US,,,,sevaphoto2.jpg
Hardware,Storage,GRN,Backrack  Lightbar Brackets - Pair for Full-size Lightbars,Backrack  Lightbar Brackets - Pair for Full-size Lightbars -- Use full-size Backrack  lightbar brackets with Backrack (sold seperately) to mount warning lights without drilling into cab roof.  --  -- Truck ModelYearItem No. -- Ford F15004-09165581 -- Ford,1,,,,GS-21F-089BA,1.81,1.8,1,EA,DESTINATION,SEV02,S-14046,US,,,,sevaphoto2.jpg
Hardware,Storage,LAGASSE SWEET,BANANA BOAT BANANA SPLIT W/INVERT LID...,WNA BB9104 WNA BB9104 BANANA BOAT BANANA SPLIT W/INVERT LID TRANSL 500 WNA BB9104,1,,,,GS-21F-089BA,27.5,27.49,1,RO,DESTINATION,SEV02,S-14052,US,,,,sevaphoto2.jpg
Hardware,Storage,GRN,Barska 10x25 WP Blackhawk Binoculars,"Model #: BK-BI-AB11844. Features: Waterproof, 10X Magnification, Objective Lens 25mm, Prisim type Roof, Prism Glass BAK-4, Exit Pupil 2.5mm, Close Focus (ft/m) 16/5, Eye relief 14mm. Includes Case, lens covers, neck strap, lens cloth",1,,,,GS-21F-089BA,75.1,75.09,1,EA,DESTINATION,SEV02,S-14246,US,,,,sevaphoto2.jpg
Hardware,Storage,GRN,"BARSKABlackhawk Binoculars, 8 x 32mm, Green","BARSKA Blackhawk Binoculars Are Waterproof and Rugged Enough to Magnify Any Outdoor Experience  Blackhawk 8 x 32mm Binoculars feature fully coated optics and BaK-4 prisms to give you great visual clarity. Waterproof, O-ring sealed construction. Nitrogen purged and sealed to prevent fogging. Nonslip rubber makes them easy to grip. Green.",1,,,,GS-21F-089BA,1.33,1.32,1,EA,DESTINATION,SEV02,S-14502,US,,,,sevaphoto2.jpg
Hardware,Storage,SALISBURY,Basket Truck 36Lx26Wx34H Red,Liner Basket Truck  Type Permanent Liner Trucks  Material Vinyl  Wood  Steel  Rubber  Capacity 15 cu. ft.  Truck Size 15 cu. ft.  Overall Length 36 In  Overall Width 26 In  Overall Height 34 In  Basket Length 36 In  Basket Width 26 In  Basket Depth 27-1/2 In  Caster Type Swivel  Polyurethane  Caster Size 3 In  Red  Liner Fabric Vinyl,1,,,,GS-21F-089BA,142.75,142.74,1,RO,DESTINATION,SEV02,S-14514,US,,,,sevaphoto2.jpg
